Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	MsgType
0.018	gNB PHY Rxed	1	7	0	1	0	0	RACH_PREAMBLE
0.018	gNB PHY Rxed	1	7	0	1	0	0	RACH_PREAMBLE
0.018	gNB PHY Rxed	1	7	0	1	0	0	RACH_PREAMBLE
0.018	gNB PHY Rxed	1	7	0	1	0	0	RACH_PREAMBLE
0.018	gNB PHY Rxed	1	7	0	1	0	0	RACH_PREAMBLE
0.018	gNB PHY Rxed	1	7	0	1	0	0	RACH_PREAMBLE
0.018	gNB PHY Rxed	1	7	0	1	0	0	RACH_PREAMBLE
0.018	gNB PHY Rxed	1	7	0	1	0	0	RACH_PREAMBLE
0.018	gNB PHY Rxed	1	7	0	1	0	0	RACH_PREAMBLE
0.018	gNB PHY Rxed	1	7	0	1	0	0	RACH_PREAMBLE
0.0249286	gNB PHY Rxed	2	4	0	1	0	0	SRS
0.0269286	gNB PHY Rxed	2	6	0	1	0	0	SRS
0.0279286	gNB PHY Rxed	2	7	0	1	0	0	SRS
0.0309286	gNB PHY Rxed	3	0	0	1	0	0	SRS
0.0359286	gNB PHY Rxed	3	5	0	1	0	0	SRS
0.0469286	gNB PHY Rxed	4	6	0	1	0	0	SRS
0.0549286	gNB PHY Rxed	5	4	0	1	0	0	SRS
0.0669286	gNB PHY Rxed	6	6	0	1	0	0	SRS
0.0749286	gNB PHY Rxed	7	4	0	1	0	0	SRS
0.0929286	gNB PHY Rxed	9	2	0	1	0	0	SRS
0.104929	gNB PHY Rxed	10	4	0	1	0	0	SRS
0.106929	gNB PHY Rxed	10	6	0	1	0	0	SRS
0.107929	gNB PHY Rxed	10	7	0	1	0	0	SRS
0.110929	gNB PHY Rxed	11	0	0	1	0	0	SRS
0.115929	gNB PHY Rxed	11	5	0	1	0	0	SRS
0.126929	gNB PHY Rxed	12	6	0	1	0	0	SRS
0.134929	gNB PHY Rxed	13	4	0	1	0	0	SRS
0.146929	gNB PHY Rxed	14	6	0	1	0	0	SRS
0.154929	gNB PHY Rxed	15	4	0	1	0	0	SRS
0.172929	gNB PHY Rxed	17	2	0	1	0	0	SRS
0.184929	gNB PHY Rxed	18	4	0	1	0	0	SRS
0.186929	gNB PHY Rxed	18	6	0	1	0	0	SRS
0.187929	gNB PHY Rxed	18	7	0	1	0	0	SRS
0.190929	gNB PHY Rxed	19	0	0	1	0	0	SRS
0.195929	gNB PHY Rxed	19	5	0	1	0	0	SRS
0.206	gNB PHY Rxed	20	5	0	1	4	0	DL_HARQ
0.206	gNB PHY Rxed	20	5	0	1	3	0	DL_HARQ
0.206	gNB PHY Rxed	20	5	0	1	2	0	DL_HARQ
0.206	gNB PHY Rxed	20	5	0	1	1	0	DL_HARQ
0.206	gNB PHY Rxed	20	5	0	1	10	0	DL_HARQ
0.206	gNB PHY Rxed	20	5	0	1	9	0	DL_HARQ
0.206	gNB PHY Rxed	20	5	0	1	8	0	DL_HARQ
0.206	gNB PHY Rxed	20	5	0	1	7	0	DL_HARQ
0.206	gNB PHY Rxed	20	5	0	1	6	0	DL_HARQ
0.206	gNB PHY Rxed	20	5	0	1	5	0	DL_HARQ
0.206929	gNB PHY Rxed	20	6	0	1	0	0	SRS
0.207	gNB PHY Rxed	20	6	0	1	4	0	DL_CQI
0.207	gNB PHY Rxed	20	6	0	1	4	0	DL_HARQ
0.207	gNB PHY Rxed	20	6	0	1	3	0	DL_CQI
0.207	gNB PHY Rxed	20	6	0	1	3	0	DL_HARQ
0.207	gNB PHY Rxed	20	6	0	1	2	0	DL_CQI
0.207	gNB PHY Rxed	20	6	0	1	2	0	DL_HARQ
0.207	gNB PHY Rxed	20	6	0	1	1	0	DL_CQI
0.207	gNB PHY Rxed	20	6	0	1	1	0	DL_HARQ
0.207	gNB PHY Rxed	20	6	0	1	10	0	DL_CQI
0.207	gNB PHY Rxed	20	6	0	1	10	0	DL_HARQ
0.207	gNB PHY Rxed	20	6	0	1	9	0	DL_CQI
0.207	gNB PHY Rxed	20	6	0	1	9	0	DL_HARQ
0.207	gNB PHY Rxed	20	6	0	1	8	0	DL_CQI
0.207	gNB PHY Rxed	20	6	0	1	8	0	DL_HARQ
